Dataset,Treatment,Classifier,'Sample ID','True Positive','False Positive','True Negative','False Negative',Precision,AUC,Kappa
xalan_SMOTE_65.csv,SMOTE,'RANDOM FOREST',_65,0.825615,0.189618,0.810382,0.174385,0.812678,0.905466,0.635979
xalan_SMOTE_71.csv,SMOTE,'RANDOM FOREST',_71,0.826339,0.189618,0.810382,0.173661,0.812811,0.905862,0.636702
xalan_SMOTE_98.csv,SMOTE,'RANDOM FOREST',_98,0.824168,0.193944,0.806056,0.175832,0.808949,0.902642,0.630203
xalan_SMOTE_67.csv,SMOTE,'RANDOM FOREST',_67,0.835745,0.186013,0.813987,0.164255,0.81741,0.908235,0.649706
xalan_SMOTE_73.csv,SMOTE,'RANDOM FOREST',_73,0.826339,0.182408,0.817592,0.173661,0.818638,0.90407,0.64392
xalan_SMOTE_72.csv,SMOTE,'RANDOM FOREST',_72,0.819103,0.188176,0.811824,0.180897,0.812635,0.903755,0.630918
xalan_SMOTE_66.csv,SMOTE,'RANDOM FOREST',_66,0.821274,0.184571,0.815429,0.178726,0.81596,0.903569,0.636695
xalan_SMOTE_99.csv,SMOTE,'RANDOM FOREST',_99,0.829233,0.192502,0.807498,0.170767,0.81104,0.903681,0.636705
xalan_SMOTE_89.csv,SMOTE,'RANDOM FOREST',_89,0.825615,0.181687,0.818313,0.174385,0.819095,0.906388,0.643919
xalan_SMOTE_62.csv,SMOTE,'RANDOM FOREST',_62,0.824168,0.199712,0.800288,0.175832,0.804379,0.905397,0.624429
xalan_SMOTE_76.csv,SMOTE,'RANDOM FOREST',_76,0.828509,0.189618,0.810382,0.171491,0.81321,0.904919,0.63887
xalan_SMOTE_77.csv,SMOTE,'RANDOM FOREST',_77,0.824168,0.193223,0.806777,0.175832,0.809524,0.903124,0.630925
xalan_SMOTE_63.csv,SMOTE,'RANDOM FOREST',_63,0.819103,0.19106,0.80894,0.180897,0.810308,0.900619,0.628031
xalan_SMOTE_88.csv,SMOTE,'RANDOM FOREST',_88,0.823444,0.182408,0.817592,0.176556,0.818116,0.907515,0.641029
xalan_SMOTE_49.csv,SMOTE,'RANDOM FOREST',_49,0.827062,0.184571,0.815429,0.172938,0.817012,0.905986,0.642477
xalan_SMOTE_75.csv,SMOTE,'RANDOM FOREST',_75,0.832851,0.196107,0.803893,0.167149,0.808855,0.905691,0.63671
